Código de reporte / ticket,Fecha de reporte,Módulo,Plataforma,Version,Sistema operativo,Dispositivo utilizado,Versión de navegador / app,Tipo de incidencia,Prioridad,Título,Descripción,Pasos para reproducir,Sugerencia,Evidencia,Reporter,Estatus de resolución - Desarrollador,Desarrollador que coloca el estatus,Fecha de resolucion,Version de la solucion,Estatus de resolución - Tester,Tester que coloca el estatus,Fecha de revision
EDEN-164,16/11/2022,Creacion de cuenta,Mobile,0.0.4,Android 11,,N/A,Error,BAJA,Error en el modulo de terminos de condiciones los cuales debe estar adaptado el nuevo nombre de la app,Error en que la informacion de terminos y condiciones esta con eden y debe estar con el nuevo nombre de la app,"1.Tener la app descargada.
2.Ingresar al modulo de creacion de cuenta.",,EVIDENCIA 164,Victor Moreno,Corregido,Hector Z,,,SOLUCIONADO,Victor Moreno,
EDEN-165,16/11/2022,Creacion de cuenta,Mobile,0.0.4,Android 11,,N/A,Error,BAJA,"Error en el modulo de creacion de cuenta, en el texto de numero de telefono , en el figma no es el mismo de la app","Error en el enunciado de la parte superioir del flujo de agregar numero de telefono, los textos no son iguales a los que estan en figma.","1.Tener la app descargada.
2.Ingresar al modulo de creacion de cuenta.
3.Colocar los datos correspondientes.
4.Colocar el correo y darle al boton de continuar.
5.Validar codigo.
6.Colocar el nombre y apellido.
7.Colocar numero de telefono.",,EVIDENCIA 165,Victor Moreno,Corregido,Hector Z,,,SOLUCIONADO,Victor Moreno,
EDEN-166,16/11/2022,Eden,Mobile,0.0.4,Android 11,,N/A,Error,BAJA,Error en el texto del flujo de eden ,"Error en el flujo de crear nuevo eden , el texto en este apartado no es el mismo que el figma","1.Tener la app descargada.
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de eden.",,EVIDENCIA 166,Victor Moreno,Corregido,Hector Z,,,SOLUCIONADO,Victor Moreno,
EDEN-167,16/11/2022,Eden,Mobile,0.0.4,Android 11,,N/A,Error,ALTA,Error al no tener un boton que se encuentra en el figma en el flujo de eden ,"En el figma en el flujo de eden , aparece un boton a mano derecha , el cual no esta en la app","1.Tener la app descargada.
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de eden.",,EVIDENCIA 167,Victor Moreno,Corregido,Hector Z,,,SOLUCIONADO,Victor Moreno,
EDEN-168,17/11/2022,Creacion de cuenta,Mobile,0.0.12,Android 11,,N/A,Error,BAJA,Error en el logo de la aplicacion en el inicio de la app,Error en que posee el logo anterior de la marca y deben colocar el nuevo,"1.Tener la app descargada.
2.Ingresar a creacion de cuenta.",,EVIDENCIA 168,Victor Moreno,Corregido,Hector Z,,,SOLUCIONADO,Victor Moreno,
EDEN-169,17/11/2022,Creacion de cuenta,Mobile,0.0.12,Android 11,,N/A,Error,BAJA,Error a no tener el helper correcto para la infromacion colocada en el modulo de nombre y apellido,"El error ocurre cuando se colocan caracteres especiales en el campo de nombre y apellido y el mismo indica que Utiliza solo letras , pero debe tener un helpper que le informe de mejor manera al cliente que los caracteres especiales y los numeros no son permitidos , en este sentido al momento que el cliente coloque un numero o caractere especial , tenga un helper que le indique que dichos caracteres y numeros no son permitidos en estos campo que debe ser solo letras , ya que la app va una poblacion de personas de tercera edad y se debe ser lo mas claro posible , para que dicho usuario entienda.","1.Tener la app descargada.
2.Ingresar a creacion de cuenta.
3.Colocar el correo.
4.Validar el codigo que se envia.
5.Colocar la informacion personal.",,EVIDENCIA 169,Victor Moreno,Corregido,Hector Z,,,NO SOLUCIONADO,Victor Moreno,
EDEN-170,17/11/20222,Recuperacion de cuenta,Mobile,0.0.12,Android 11,,N/A,Error,BAJA,"Error en los textos de el modulo de recuperacion de contraseña, como lo son el modulo de Numero de telefono y Correo electronico","El error ocurre cuando al momento de darle recuperar tu contraseña, los tamaños de los texto de numero de telefono y correo electronico no tiene el mismo tamaño que se encuentra en el figma","1.Tener la app descargada.
2.Ingresar a aceder a la cuenta.
3.Seleccionar la opcion de recuperacion de cuenta.
4.Validar el tamaño de texto de los modulo ya mencionados.",,EVIDENCIA 170,Victor Moreno,Corregido,Hector Z,,,SOLUCIONADO,Victor Moreno,
EDEN-171,17/11/20222,Recuperacion de cuenta,Mobile,0.0.12,Android 11,,N/A,Error,ALTA,Error en el campo de recuperacion contraseña de numero de telefono,"Al momento de restablecer la contraseña por numero de telefono , el codigo llega el dispositivo movil , al momento de colocar el codigo , no cambia al boton de continuar y no permite concluir el reinicio de contraseña","1.Tener la app descargada.
2.Ingresar a aceder a la cuenta.
3.Seleccionar la opcion de recuperacion de cuenta.
4.Seleccionar via codigo de numero de telefono.",,EVIDENCIA 171,Victor Moreno,Corregido,Hector Z,,,SOLUCIONADO,Victor Moreno,
EDEN-172,17/11/2022,Profile,Mobile,0.0.12,Android 11,,N/A,Error,BAJA,Falta la frase de mi perfil en el inicio de profile,"En el figma se muestra la frase de mi perfil en la parte superior de profile, la cual no la posee la app","1.Tener la app descargada.
2.Ingresar a aceder a la cuenta.
3.Ubicar la opcion de profile.",,EVIDENCIA 172,Victor Moreno,Corregido,Hector Z,,,SOLUCIONADO,Victor Moreno,
EDEN-173,17/11/2022,Profile,Mobile,0.0.12,Android 11,,N/A,Error,BAJA,"Error al  no tenerl un helper que indique que la contraseña no es la correcta , en el modulo de cambio de contraseña en prodile","Al momento de ir a restablecer la contraseña desde profile , cuando se introduce la contraseña de manera erronea , la app no tiene le helper de constraseña invalidad","1.Tener la app descargada.
2.Ingresar a aceder a la cuenta.
3.Ubicar la opcion de profile.
4.Seleccionar cambio de contraseña.
5.Colocar la contraseña de manera errada.",,EVIDENCIA 173,Victor Moreno,Corregido,Hector Z,,,SOLUCIONADO,Victor Moreno,
EDEN-174,17/11/2022,Profile,Mobile,0.0.12,Android 11,,N/A,Error,MEDIA,Error al no tener el mismo formato de cambio de contraseña que el flujo de contraseña del inicio,El error ocurre cuando el formato de restablecer la contraseña de profile no es el mismo que el del inicio.,"1.Tener la app descargada.
2.Ingresar a aceder a la cuenta.
3.Ubicar la opcion de profile.
4.Seleccionar cambio de contraseña.
5.Colocar la contraseña.
6.Validar el correo.
7.Colocar la contraseña nueva.",,EVIDENCIA 174,Victor Moreno,Corregido,Hector Z,,,SOLUCIONADO,Victor Moreno,
EDEN-175,17/11/2022,Arcas,Mobile,0.0.12,Android 11,,N/A,Error,MEDIA,Error en incluir un flujo que no esta en el figma ,"Al momento de compartir llaves en la seccion de arcas , aparece un flujo que no esta definido en el figma","1.Tener la app descargada.
2.Ingresar a aceder a la cuenta.
3.Ubicar la opcion de arcas.
4.Colocar la informacion.
5.Compartir arcas.",,EVIDENCIA 175,Victor Moreno,,,,,SIN INFORMACION,,
EDEN-176,17/11/2022,Arcas,Mobile,0.0.12,Android 11,,N/A,Error,MEDIA,Falta un scroll en la parte de compartir llaves en crear arcas,Al momento de buscar los seres queridos falta un scroll en la parte derecha para que el usuario se pueda desplazar de mejor manera,"
1.Tener la app descargada.
2.Ingresar a aceder a la cuenta.
3.Ubicar la opcion de arcas.
4.Colocar la informacion.
5.Compartir arcas.",,EVIDENCIA 176,Victor Moreno,Corregido,Hector Z,,,SIN INFORMACION,,
EDEN-177,17/11/2022,Arcas,Mobile,0.0.12,Android 11,,N/A,Error,ALTA,Falta una funcionalidad que es la de actualizar tu foto de portada en el modulo de crear arcas,"Error viene que en el modulo de crear arcas falta el icono de la parte superior derecha , para poder actualizar la foto de portada del arca que se esta creando , esto sucede en el modulo de crear arcas en el modulo de memorias","1.Tener la app descargada.
2.Ingresar a aceder a la cuenta.
3.Ubicar la opcion de arcas.
4.Colocar la informacion.
5.Compartir arcas.",,EVIDENCIA 177,Victor Moreno,Corregido,Omar E,30/12/22,1.0.7,NO SOLUCIONADO,Victor Moreno,
EDEN-178,17/11/2022,Inicio de sesion,Mobile,0.0.12,Android 11,,N/A,Error,ALTA,Error en dos usuarios activos desde telefonos distintos,"El error ocurre cuando el usuario puede abrir la misma cuenta desde diferentes dispositivos al mismo tiempo, la app no deberia dejar que eso pase","1.Tener la app descargada.
2.Ingresar a aceder a la cuenta.
3.Acceder desde do telefonos distintos.",,EVIDENCIA 178,Victor Moreno,"Por validar: No se ve un motivo aparente para evitar el multi-dispositivos, se tendría que validar con el equipo entero",,,,SIN INFORMACION,,
EDEN-179,17/11/2022,Profile,Mobile,0.0.12,Android 11,,N/A,Error,MEDIA,El error se encuentra cuando  la app en su mayoria de texto esta en español y el nav bar esta en ingles,La app debe tener un boton para traducir el idioma.,"1.Tener la app descargada.
2.Ingresar a aceder a la cuenta.
3.Acceder al menu inicial.",,EVIDENCIA 179,Victor Moreno,Corregido,Hector Z,,,SOLUCIONADO,Victor Moreno,
EDEN-180,17/11/2022,Arcas,Mobile,0.0.12,Android 11,,N/A,Error,BAJA,"Error en los iconos para seleccionar a los seres queridos en el flujo de arcas , compartir llaves",El error esta en que los botonos para seleccionar a los seres queridos en el flujo de compartir llaves son cuadrados y en el figma son circulares,"1.Tener la app descargada.
2.Ingresar a aceder a la cuenta.
3.Ubicar la opcion de arcas.
4.Colocar la informacion.
5.Compartir arcas.",,EVIDENCIA 180,Victor Moreno,Corregido,Hector Z,,,SOLUCIONADO,Victor Moreno,
EDEN-181,17/11/2022,Eden,Mobile,0.0.12,Android 11,,N/A,Error,ALTA,Error al compartir el codigo QR en el flujo de crear eden,"Al  momento que se genera el codigo qr y el usuario escanea el mismo , en la web da error","1.Tener la app descargada.
2.Ingresar a aceder a la cuenta.
3.Ubicar eden.
4.Crear eden.
5.Colocar la informacion correspondiente.
6.Generar el codigo qr.
7.Ver desde la web.",,EVIDENCIA 181,Victor Moreno,Corregido,Carlos S,,,SOLUCIONADO,Victor Moreno,
EDEN-182,17/11/2022,Key,Mobile,0.0.12,Android 11,,N/A,Error,MEDIA,"Error en la distribucion de los elementos en las arcas ya creadas , al momento de verla en el flujo de key","Al momento de ver el arca que se le envio a un usuario , la distribucion  de los elementos o informacion de la misma no esta de manera correcta , en el figma tiene otro tipo de distribucion.","1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de Key.",,EVIDENCIA 182,Victor Moreno,Corregido,Hector Z,,,SOLUCIONADO,Victor Moreno,
EDEN-183,17/11/2022,Key,Mobile,0.0.12,Android 11,,N/A,Error,BAJA,Error al no colocar un texto en el flujo de acta de defuncion,"Al momento de cargar el acta de defuncion falta un texto como lo es ""Recuerda cargar solo un acta de defuncion"", el cual esta en el figma","1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de Key.
4.Dar click en el boton de cargar acta de defuncion.
5.Flujo de Acta de defuncion.",,EVIDENCIA 183,Victor Moreno,Corregido,Hector Z,,,SOLUCIONADO,Victor Moreno,
EDEN-184,17/11/2022,Key,Mobile,0.0.12,Android 11,,N/A,Error,ALTA,Error en el modal luego de cargar el documento,"El error ocurre cuando se cargar el documento y el modal aparece pero esta completamente para un lado , no se  puede leer la informacioin que se desea brindar al usuario.","1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de Key.
4.Dar click en el boton de cargar acta de defuncion.
5.Flujo de Acta de defuncion.",,EVIDENCIA 184,Victor Moreno,Corregido,Hector Z,,,SOLUCIONADO,Victor Moreno,
EDEN-185,17/11/2022,Key,Mobile,0.0.12,Android 11,,N/A,Error,ALTA,"Error al no desplegar el visor del documento pdf , en el flujo de key al momento de cargar acta de defuncion","Al momento de cargar el documento para validar la muerte del usuario , no tiene la funcion del visor de documentos pdf.","1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de Key.
4.Dar click en el boton de cargar acta de defuncion.
5.Flujo de Acta de defuncion.",,EVIDENCIA 185,Victor Moreno,Corregido,Cesar G,,,NO SOLUCIONADO: Tiene la funcionalidad pero falta el ojo que le indica al usuario que puede ver el documento dando click sobre.,Victor Moreno,
EDEN-186,17/11/2022,Key,Mobile,0.0.12,Android 11,,N/A,Error,BAJA,Error al no tener las imagenes correspondientes luego de que el acta queda en espera de aprobacion,"Al momento que ya el acta esta cargada y queda en espera de validacion , las imagens de fondo no se encuentra como en el figma","1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de Key.
4.Dar click en el boton de cargar acta de defuncion.
5.Flujo de Acta de defuncion.
6.Validar proceso de estatus.",,EVIDENCIA 186,Victor Moreno,Corregido,Hector Z,,,SOLUCIONADO,Victor Moreno,
EDEN-187,17/11/2022,Eden,Mobile,0.0.12,Android 11,,N/A,Error,ALTA,"Error en el flujo de editar un eden creado , la cantidad de caracateres en el campo de frase","Al momento que se crea el eden de un tercero y se modifica la informacion como en este caso es la de comparte una frase , la misma admite caracteres  infinitos sin un limite establecido","1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de eden.
4.Crear un eden a terceros.
5.Colocar la informacion solicitada.
6.Guardar y compartir el eden.
7.Ver el eden ya creado y modificar la informacion.",,EVIDENCIA 187,Victor Moreno,Corregido,Hector Z,,,SOLUCIONADO,Victor Moreno,
EDEN-188,17/11/2022,Eden,Mobile,0.0.12,Android 11,,N/A,Error,ALTA,"Error en el flujo de editar un eden creado, no actualiza la foto de portada","Al momento que se crea el eden de un tercero y se modifica la informacion como en este caso es la imagen de portada , la misma al cargar la nueva foto no la actualiza","1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de eden.
4.Crear un eden a terceros.
5.Colocar la informacion solicitada.
6.Guardar y compartir el eden.
7.Ver el eden ya creado y modificar la foto de portada.",,EVIDENCIA 188,Victor Moreno,Corregido,Hector Z,,,SOLUCIONADO,Victor Moreno,
EDEN-189,17/11/2022,Eden,Mobile,0.0.12,Android 11,,N/A,Error,BAJA,Error en el modal del flujo de denunciar un eden,"El modal aparece , pero tiene informacion cortada el cual no permite leer de manera correcta","
1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de eden.
4.Buscar un eden.
5.Denunciar eden.",,EVIDENCIA 189,Victor Moreno,Corregido,Hector Z,,,SOLUCIONADO,Victor Moreno,
EDEN-190,17/11/2022,Arcas,Mobile,0.0.12,Android 11,,N/A,Error,BAJA,"Error de distribucion de los elementos en el modal de arcas , cuando se desea ver la informacion de que es una arca libre y guiada",El error aparece cuando se esta en la pantalla  para decidir si escojer arcas libres o guiadas y el usuario da click sobre  mas informacion.,"1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de arcas.
4.Seleccionar mas informacion en arcas libre y guiadas.",,EVIDENCIA 190,Victor Moreno,Corregido,Hector Z,,,SOLUCIONADO,Victor Moreno,
EDEN-191,17/11/2022,Eden,Mobile,0.0.12,Android 11,,N/A,Error,ALTA,Error al no actualizar las insiginas otogardas en el flujo de eden,"El error ocurre al momento de dejar una insignia a un eden al cual el usuario fue invitado, la misma no actualiza cuando se hace el proceso completo de la entrega .","1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de eden invitados.
4.Dejar una insignia.",,EVIDENCIA 191,Victor Moreno,Corregido,Cesar G,,,NO SOLUCIONADO-PENDIENTE POR SOLUCIONAR,Victor Moreno,
EDEN-192,17/11/2022,Eden,Mobile,0.0.12,Android 11,,N/A,Error,BAJA,"Error en la parte superior , la cual tiene el siguiente enunciado ""En memoria de""",La misma frase aparece cortada en la parte superior de todo su enunciado,"1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de eden invitados.",,EVIDENCIA 192,Victor Moreno,Corregido,Hector Z,,,SOLUCIONADO,Victor Moreno,
